Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
S4,2015,2015,2015,2,0,2,Export,8,Albania,ALB,0,World,WLD,,,,,,,,28,Metalliferous ores and metal scrap,1,No Quantity,,,,,,,110483378,,,0
S4,2015,2015,2015,2,0,2,Export,12,Algeria,DZA,0,World,WLD,,,,,,,,28,Metalliferous ores and metal scrap,1,No Quantity,,,,,,,1735135,,,0
S4,2015,2015,2015,2,0,2,Export,20,Andorra,AND,0,World,WLD,,,,,,,,28,Metalliferous ores and metal scrap,1,No Quantity,0,,,,0,,2241547,,,0
S4,2015,2015,2015,2,0,2,Export,24,Angola,AGO,0,World,WLD,,,,,,,,28,Metalliferous ores and metal scrap,1,No Quantity,0,,,,0,,446561,,,4
S4,2015,2015,2015,2,0,2,Export,28,Antigua and Barbuda,ATG,0,World,WLD,,,,,,,,28,Metalliferous ores and metal scrap,1,No Quantity,,,,,,,348222,,,0
S4,2015,2015,2015,2,0,2,Export,31,Azerbaijan,AZE,0,World,WLD,,,,,,,,28,Metalliferous ores and metal scrap,1,No Quantity,0,,,,0,,5973734,,,0
S4,2015,2015,2015,2,0,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,28,Metalliferous ores and metal scrap,1,No Quantity,0,,,,0,,724417125,,,0
S4,2015,2015,2015,2,0,2,Export,36,Australia,AUS,0,World,WLD,,,,,,,,28,Metalliferous ores and metal scrap,1,No Quantity,,,,,,,52433317857,,,0
S4,2015,2015,2015,2,0,2,Export,40,Austria,AUT,0,World,WLD,,,,,,,,28,Metalliferous ores and metal scrap,1,No Quantity,0,,,,0,,718210270,,,4
S4,2015,2015,2015,2,0,2,Export,44,Bahamas,BHS,0,World,WLD,,,,,,,,28,Metalliferous ores and metal scrap,1,No Quantity,,,,,,,866548,,,0
S4,2015,2015,2015,2,0,2,Export,48,Bahrain,BHR,0,World,WLD,,,,,,,,28,Metalliferous ores and metal scrap,1,No Quantity,0,,,,0,,436528880,,,0
S4,2015,2015,2015,2,0,2,Export,50,Bangladesh,BGD,0,World,WLD,,,,,,,,28,Metalliferous ores and metal scrap,1,No Quantity,,,,,,,30830408,,,0
S4,2015,2015,2015,2,0,2,Export,51,Armenia,ARM,0,World,WLD,,,,,,,,28,Metalliferous ores and metal scrap,1,No Quantity,,,,,,,373227826,,,0
S4,2015,2015,2015,2,0,2,Export,56,Belgium,BEL,0,World,WLD,,,,,,,,28,Metalliferous ores and metal scrap,1,No Quantity,,,,,,,3011478244,,,0
S4,2015,2015,2015,2,0,2,Export,68,Bolivia (Plurinational State of),BOL,0,World,WLD,,,,,,,,28,Metalliferous ores and metal scrap,1,No Quantity,0,,,,0,,1700737600,,,0
S4,2015,2015,2015,2,0,2,Export,70,Bosnia Herzegovina,BIH,0,World,WLD,,,,,,,,28,Metalliferous ores and metal scrap,1,No Quantity,,,,,,,178971382,,,0
S4,2015,2015,2015,2,0,2,Export,72,Botswana,BWA,0,World,WLD,,,,,,,,28,Metalliferous ores and metal scrap,1,No Quantity,0,,,,0,,384066996,,,4
S4,2015,2015,2015,2,0,2,Export,76,Brazil,BRA,0,World,WLD,,,,,,,,28,Metalliferous ores and metal scrap,1,No Quantity,,,,,,,19669267629,,,0
S4,2015,2015,2015,2,0,2,Export,84,Belize,BLZ,0,World,WLD,,,,,,,,28,Metalliferous ores and metal scrap,1,No Quantity,,,,,,,325251,,,0
S4,2015,2015,2015,2,0,2,Export,90,Solomon Isds,SLB,0,World,WLD,,,,,,,,28,Metalliferous ores and metal scrap,1,No Quantity,,,,,,,2808064,,,0
S4,2015,2015,2015,2,0,2,Export,96,Brunei Darussalam,BRN,0,World,WLD,,,,,,,,28,Metalliferous ores and metal scrap,1,No Quantity,,,,,,,7035017,,,0
S4,2015,2015,2015,2,0,2,Export,100,Bulgaria,BGR,0,World,WLD,,,,,,,,28,Metalliferous ores and metal scrap,1,No Quantity,,,,,,,673685924,,,0
S4,2015,2015,2015,2,0,2,Export,104,Myanmar,MMR,0,World,WLD,,,,,,,,28,Metalliferous ores and metal scrap,1,No Quantity,0,,,,0,,26894931,,,4
